PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|DATE_AVAILABLE|BASEMENT|YEAR_BUILT|YEAR_BUILT_DESCRP|APPLIANCES|EXTERIOR_FEATURES|HEATING|INTERIOR_BLDG_FEAT|AboveGradeFinishedArea|BelowGradeFinishedArea
"RN"|73219175|"CT006205"|"AN7098"|"ACT"|5800|"15"|"Richdale"|"219"|13|"PSQ"|"02140"||"No broker fee for tenant! Bright and sunny corner 3 bedroom 3 bath with oversized deck in centrally located loft building! Unit sits on the second floor of elevator building located on the edge of Cambridge's Avon Hill and Porter Square. Kitchen is well equipped with stone center island, vented hood over the stainless steel oven, and includes dishwasher and disposal. Washer and dryer in unit as well as ample storage throughout spread across two levels of living. Heated garage parking offered for an additional $300/month and assigned outdoor parking $200/month Pet friendly building welcoming dogs and cats. Fantastic location offers unparalleled convenience with its proximity to public transportation options, a variety of shopping destinations, and an array of restaurants, ensuring everything you need is just a stone's throw away."|18|8/20/2024 3:30:00 PM|0|"N"||"Middlesex"|"MA"|"D"|7|3|3|0|"Y"|1|42043|1544|"3f;0h"|"N"|||||"N"||8/1/2024||2016|"D"|"A,C,D,F,I,J,K,L,Y"|"9"|"C,J"|"E,F"|1544|
"RN"|73219176|"BB815381"|"NB4939"|"ACT"|5000|"365"|"Western Ave"|"201"|1|"011"|"02135"||"Welcome to 365 Western Ave apartments. 57 new, ground-up rental units on bustling Western Ave in the cross-section of the Allston/Brighton innovation corridor. The innovation district of Brighton is an urban live/work oasis with retail, hospitality, housing, education, and office/lab space. The community sits directly cross from a grocery and retail hub and abuts Harvard's business school. Renters have several floor plans to choose from, including studios, 1-beds, 1-beds + dens, 2-beds, 2 beds + dens, and 3-beds. The building features elevator, in-unit laundry, garage parking w/EV charging, pool table lounge, media room, and 2 roof decks with views of the city. Parking and pets for additional fee."|9|4/3/2024 9:50:00 AM|0|"N"||"Suffolk"|"MA"|"D"|5|3|2|0|"Y"|0|0|1150|"2f;0h"|"Y"|"D"||||"N"||9/1/2024||||||"F,J"||1150|
"RN"|73219190|"BB815381"|"NB4939"|"ACT"|2500|"365"|"Western Ave"|"208"|1|"011"|"02135"||"Welcome to 365 Western Ave apartments. 57 new, ground-up rental units on bustling Western Ave in the cross-section of the Allston/Brighton innovation corridor. The innovation district of Brighton is an urban live/work oasis with retail, hospitality, housing, education, and office/lab space. The community sits directly cross from a grocery and retail hub and abuts Harvard's business school. Renters have several floor plans to choose from, including studios, 1-beds, 1-beds + dens, 2-beds, 2 beds + dens, and 3-beds. The building features elevator, in-unit laundry, garage parking w/EV charging, pool table lounge, media room, and 2 roof decks with views of the city. Parking and pets for additional fee."|9|4/3/2024 10:00:00 AM|0|"N"||"Suffolk"|"MA"|"D"|1|0|1|0||0|0|550|"1f;0h"|"Y"|"D"||||"N"|"sq.ft are approx"|9/1/2024||||||"F,J"||550|
"RN"|73219254|"BB815381"|"NB4939"|"ACT"|3200|"365"|"Western Ave"|"206"|1|"011"|"02135"||"Welcome to 365 Western Ave apartments. 57 new, ground-up rental units on bustling Western Ave in the cross-section of the Allston/Brighton innovation corridor. The innovation district of Brighton is an urban live/work oasis with retail, hospitality, housing, education, and office/lab space. The community sits directly cross from a grocery and retail hub and abuts Harvard's business school. Renters have several floor plans to choose from, including studios, 1-beds, 1-beds + dens, 2-beds, 2 beds + dens, and 3-beds. The building features elevator, in-unit laundry, garage parking w/EV charging, pool table lounge, media room, and 2 roof decks with views of the city. Parking and pets for additional fee."|9|4/3/2024 10:57:00 AM|0|"N"||"Suffolk"|"MA"|"D"|5|1|1|0|"Y"|0|0|725|"1f;0h"|"Y"|"D"||||"N"|"sq.ft is approx"|9/1/2024||||||"F,J"||725|
"RN"|73219273|"BB815381"|"NB4939"|"ACT"|4200|"365"|"Western Ave"|"310"|1|"011"|"02135"||"Welcome to 365 Western Ave apartments. 57 new, ground-up rental units on bustling Western Ave in the cross-section of the Allston/Brighton innovation corridor. The innovation district of Brighton is an urban live/work oasis with retail, hospitality, housing, education, and office/lab space. The community sits directly cross from a grocery and retail hub and abuts Harvard's business school. Renters have several floor plans to choose from, including studios, 1-beds, 1-beds + dens, 2-beds, 2 beds + dens, and 3-beds. The building features elevator, in-unit laundry, garage parking w/EV charging, pool table lounge, media room, and 2 roof decks with views of the city. Parking and pets for additional fee."|9|4/3/2024 11:13:00 AM|0|"N"||"Suffolk"|"MA"|"D"|5|2|2|0|"Y"|0|0|950|"2f;0h"|"Y"|"D"||||"N"||9/1/2024||||||"F,J"||950|
"RN"|73219455|"CN250329"|"AC0529"|"EXT"|1650|"64"|"Market st"|"406"|312||"01902"||"LYNN / BOSTON NEW CONSTRUCTION.BRAND NEW STUDIO UNIT. WHY PAY BIG BUILDING RENTS FOR AMENITIES YOU WILL NEVER USE!!!  12 MONTH LEASE NO GIMMICKS. NO BROKER OR HIDDEN FEES! HOT WATER INCLUDED IN RENT!! ON SITE LAUNDRY, ON STREET AND PRIVATE parking options available. A vibrant city borough nestled between Lynn, Nahant and Revere Beach. Top Commuter Location. Public Transportation options at your door. Enjoy year round ocean breezes, prompt access to Boston and all points North. Work from home or hassle free commute ! 95 walk score! Take Advantage of Downtowns Newest development, in chic building with new elevator. Enjoy high end finishes and Historical Charm VAULTED CEILINGS, LARGE BAY WINDOWS, GLEAMING HARDWOODS, JUMBO SHOWERS, GRANITE COUNTERTOPS, STAINLESS APPLIANCES. includes recessed lighting, built in granite desks, cable/WiFI ready, CENTRAL AC/HEAT, and touch security."|11|4/3/2024 1:42:00 PM|0|"N"||"Essex"|"MA"|"D"|1|0|1|0||0|9999|9999|"1f;0h"|"N"||"Y"|"J"||"N"||6/1/2024||||"A,F"||"A"|"C,D,E,F,O"|9999|
"RN"|73219461|"CN250329"|"AC0529"|"EXT"|1800|"52"|"Washington ave"|"408"|22||"02150"||"CHELSEA/BOSTON NO BROKER FEES BRAND NEW LUXURY OVERSIZED STUDIO. HOT WATER INCLUDED. LITERALLY STEPS TO ALL PUBLIC ""T"" CONNECTIONS INCLUDING CHELSEA'S NEW SILVER LINE AND COMMUTER RAIL WITH DIRECT ACCESS INTO BOSTON, UNIVERSITIES,  AND ALL POINTS NORTH. Be the first to live in one of the newest most iconic downtown buildings. The modern way of living. A 24/7 professionally managed building on a gracious corner features hardwood flooring,  towering ceilings and oversized windows delivering abundant light. Lavish interior features including central heat and AC, modern full custom kitchens with stainless appliances, granite countertops and back splashes. Sleek and spacious bathrooms feature custom made granite vanities, elegant oversized and hotel like showers and much more. Building also has on site laundry."|5|4/3/2024 1:45:00 PM|0|"N"||"Suffolk"|"MA"|"D"|1|0|1|0||0|9999|9999|"1f;0h"|"N"|||||"N"||5/1/2023|||"A"|"A,F,I"|"U,V"|"A"|"C,D,F,O"|9999|
"RN"|73219562|"TM308356"|"NB1840"|"ACT"|3995|"18"|"Grove St."|"4"|1||"02114"||"WE ARE OPEN TO NEGOTIATION! INCENTIVES: WAIVING SECURITY DEPOSIT FOR QUALIFIED PROS; WAIVING SEPTEMBER RENT; WAIVING PET FEES. Gorgeous Beacon Hill one bed plus office. This tastefully renovated unit is located in the heart of Boston, just steps away from Mass general, shops, restaurants, and everything else Boston has to offer! This stunning one bed offers top of the line appliances, hardwood floors, recessed lighting, in unit laundry and a luxurious rainfall shower!! Security deposit negotiable. Sub metered: tenants pays water and sewer."|7|6/6/2024 1:19:00 PM|0|"N"||"Suffolk"|"MA"|"D"|4|1|1|0||0|445|445|"1f;0h"|"N"|||||"N"||9/1/2024||||||||445|
"RN"|73219566|"CN205567"|"AN0907"|"ACT"|4200|"59"|"Strathmore Rd."|"1"|1|"04Z"|"02135"||"Live in this high end four bedroom two bathroom apartment in the heart of Cleveland Circle, Brighton. Close to Boston College, Chestnut Hill, Brookline, and the Green Line train with quick access to all three trains (C) (D) (B). New kitchen with modern appliances. Two modern bathrooms. Open living room and kitchen. Central heat and A/C. Private laundry. Private outdoor space. Awesome living space in a great neighborhood! Can be furnished for $5450 a month."|14|4/3/2024 3:15:00 PM|0|"N"||"Suffolk"|"MA"|"D"|5|4|2|0|"N"|0|9999|1100|"2f;0h"|"N"||"N"|||"N"|"estimate"|9/7/2024|||"D"|"A,C,I,K,L"||"C"||1100|
"RN"|73219597|"TM308356"|"NB1840"|"PCG"|4380|"50"|"Leo M Birmingham Pkwy"|"408"|1||"02135"||"INCENTIVES: WAIVING SECURITY DEPOSIT FOR QUALIFIED PROS; WAIVING SEPTEMBER RENT AND OCTOBER RENT; INCLUDING 1 PARKING SPACE; WAIVING PET FEES. 50 Leo, close proximity to Boston Landing, Arsenal Yards, & Harvard's enterprise research campus. 50 Leo has many different amenities to offer inside & out, including private work pods, high-end fitness room, resident lounge connecting to the common roof deck with sweeping views, pet wash, dog run & package room w/ refrigerated grocery storage. Overlooking a park and boasting gorgeous river and/or skyline views, the scenic beauty is matched only by the luxurious interior of this landmark project. Impeccably designed with hardwood flooring, gourmet kitchens with custom cabinetry, quartz counters & paneled appliances. The spa-like baths have marble tile, brass Brizo fixtures & designer lighting. Garage parking is automated puzzle system. Security deposit negotiable on a case-by-case basis.*Sample photos of staged unit and common area"|8|4/3/2024 3:42:00 PM|0|"N"||"Suffolk"|"MA"|"D"|4|2|2|0||0|910|910|"2f;0h"|"N"|||||"N"||9/1/2024||||||||910|
"RN"|73219705|"B0421525"|"AC0529"|"ACT"|1650|"64"|"Market St"|"209"|312||"01901"||"LYNN / BOSTON NEW CONSTRUCTION.BRAND NEW STUDIO UNIT. WHY PAY BIG BUILDING RENTS AND FOR AMENTITIES YOU WILL NEVER USE? 12 MONTH LEASE NO GIMMICKS. NO BROKER OR HIDDEN FEES! HOT WATER INCLUDED IN RENT!! ON SITE LAUNDRY, ON STREET AND PRIVATE parking options available. A vibrant city borough nestled between Lynn, Nahant and Revere Beach. Top Commuter Location. Public Transportation options at your door. Enjoy year round ocean breezes, prompt access to Boston and all points North. Work from home or hassle free commute ! 95 walk score! Take Advantage of Downtowns Newest development, in chic building with new elevator. Enjoy high end finishes and Historical Charm VAULTED CEILINGS, LARGE BAY WINDOWS, GLEAMING HARDWOODS, JUMBO SHOWERS, GRANITE COUNTERTOPS, STAINLESS APPLIANCES. includes recessed lighting, built in granite desks, cable/WiFI ready, CENTRAL AC/HEAT, and touch security. Don�t miss your chance to live here first in this Professionally Managed building."|20|4/3/2024 5:32:00 PM|0|"N"||"Essex"|"MA"|"D"|1|0|1|0||0|99999|9999|"1f;0h"|"N"|||||"N"||6/1/2021||2021||"A,F,I,J"||"A"|"D,E,F"|9999|
"RN"|73219829|"TM346855"|"AN7038"|"ACT"|5995|"10"|"Evergreen Ave"||56|"37N"|"02482"||"SINGLE FAMILY COLONIAL!  RECENTLY RENOVATED! Expanded kitchen has granite counters, new stainless steel appliances, quiet garbage disposal and externally vented range hood. Ample room for entertaining. Gleaming hardwood floors throughout. Located on the Wellesley - Weston line this spacious home features five second floor bedrooms, front to back bonus room on first floor. Updated bathrooms include new vanities, toilets, lighting and plumbing fixtures. Partially finished basement features two additional rooms suitable for playrooms, office, gym, or guest rooms. Recessed lighting with dimmers throughout. Central A/C. Expansive fenced yard. Dedicated laundry room in basement plus extra storage. Ample parking plus covered carport. Minutes to Wellesley Square fine dining and Linden St shopping area. Easy Access to Major routes, 9/Pike/95. Commuter Rail train to Back Bay/Seaport. Near Rivers School, Regis College, Wellesley College.  Available Now.   Pets welcome.  Contact list broker"|28|8/20/2024 7:50:00 PM|0|"N"||"Norfolk"|"MA"|"A"|10|5|2|0||5|10000|2500|"2f;0h"|"N"|||||"Y"||6/1/2024|"Y"|1966|"A"|"C,D,H,I,J,K,L"|"D,W"|"B"||2250|250
"RN"|73220359|"TM308356"|"NB1840"|"PCG"|3560|"50"|"Leo M Birmingham Pkwy."|"509"|1||"02135"||"INCENTIVES: WAIVING SECURITY DEPOSIT FOR QUALIFIED PROS; WAIVING SEPTEMBER RENT AND OCTOBER RENT; INCLUDING 1 PARKING SPACE; WAIVING PET FEES. Welcome to 50 Leo, close proximity to Boston Landing, Arsenal Yards, & Harvard's enterprise research campus. 50 Leo has many different amenities to offer inside & out, including private work pods, high-end fitness room, resident lounge connecting to the common roof deck with sweeping views, pet wash, dog run & package room w/ refrigerated grocery storage. Overlooking a park and boasting gorgeous river and/or skyline views, the scenic beauty is matched only by the luxurious interior of this landmark project. Impeccably designed with hardwood flooring, gourmet kitchens with custom cabinetry, quartz counters & paneled appliances. The spa-like baths have marble tile, brass Brizo fixtures & designer lighting. Garage parking is automated puzzle system. Security deposit negotiable on a case-by-case basis."|8|7/16/2024 3:03:00 PM|0|"N"||"Suffolk"|"MA"|"D"|3|1|1|0||0|650|650|"1f;0h"|"N"|||||"N"||9/1/2024||||||||650|
"RN"|73220363|"TM308356"|"NB1840"|"PCG"|4950|"50"|"Leo M Birmingham Pkwy."|"603"|1||"02135"||"INCENTIVES: WAIVING SECURITY DEPOSIT FOR QUALIFIED PROS; WAIVING SEPTEMBER RENT AND OCTOBER RENT; INCLUDING 1 PARKING SPACE; WAIVING PET FEES. Welcome to 50 Leo, close proximity to Boston Landing, Arsenal Yards, & Harvard's enterprise research campus. 50 Leo has many different amenities to offer inside & out, including private work pods, high-end fitness room, resident lounge connecting to the common roof deck with sweeping views, pet wash, dog run & package room w/ refrigerated grocery storage. Overlooking a park and boasting gorgeous river and/or skyline views, the scenic beauty is matched only by the luxurious interior of this landmark project. Impeccably designed with hardwood flooring, gourmet kitchens with custom cabinetry, quartz counters & paneled appliances. The spa-like baths have marble tile, brass Brizo fixtures & designer lighting. Garage parking is automated puzzle system. Security deposit negotiable on a case-by-case basis."|13|7/16/2024 3:15:00 PM|0|"N"||"Suffolk"|"MA"|"D"|4|2|2|0||0|1135|1135|"2f;0h"|"N"|||||"N"||9/1/2024||||||||1135|
"RN"|73220392|"TM308356"|"NB1840"|"PCG"|3750|"33"|"Merriam St."|"2"|1||"02143"||"WE ARE OPEN TO NEGOTIATION! INCENTIVES: WAIVING SECURITY DEPOSIT FOR QUALIFIED PROS; WAIVING SEPTEMBER RENT; INCLUDING 1 PARKING SPACE; WAIVING PET FEES. Beautiful 3 bedroom unit on the second floor in a multi-family house located near Union Square/Prospect Hill area in Somerville. Unit features a living room and modern kitchen with granite countertops and stainless steel appliances. Gleaming hardwood floors throughout. Central A/C. Coin-Op laundry in the basement. Shared backyard. On-street parking with a residential permit. Security deposit negotiable."|8|4/4/2024 4:27:00 PM|0|"N"||"Suffolk"|"MA"|"D"|5|3|1|0||0|1000|1000|"1f;0h"|"N"|||||"N"||9/1/2024||||||||1000|
"RN"|73220397|"CN201149"|"A95517"|"ACT"|4500|"2"|"Clarendon St"|"501"|1||"02116"||"Beautiful central South End location in an elevated, absolutely unique, Church steeple unit - nothing like it in the city. Private deck off master bedroom, fully renovated bathroom (2017) and Kitchen (2020).Washer dryer in unit.  Spacious well lit living room with floor to ceiling church windows. Communal roof deck with some of the best views of the city. Top property management in the city."|12|4/4/2024 4:35:00 PM|0|"N"||"Suffolk"|"MA"|"C"|4|2|1|0||0|853|853|"1f;0h"|"N"||"Y"|"F,N"||"N"||5/1/2024||1988||"C,D,F,H,I,J,K,L"||"A,F"|"B,C,E,F,K,L"|853|
"RN"|73220879|"C7000008"|"AN6934"|"ACT"|4995|"14"|"Harvard Ave"||311||"01906"||"Stunning sunny single-family 5 bedroom, 2 bath rental.  This home has been completely renovated down to the studs! Not only will you enjoy the clean and newness of every nook and cranny of this property, but the stunning water views are sure to keep you mesmerized, while enjoying the summer months on the back deck. The gourmet granite kitchen may just give you the urge to utilize your culinary abilities! The open living room-dining allows for a comfortable space to enjoy family time or entertaining. Home also offers an two full granite counter, bathrooms, an office for those ""work at home days, and a granite counter laundry room, both on the second floor! There is plenty of off-street parking. Landlord is looking for good credit, references and must be able to provide proof on income."|11|4/5/2024 8:52:00 PM|0|"N"||"Essex"|"MA"|"A"|9|5|2|0||2|10624|2770|"2f;0h"|"Y"|"D"|"Y"|"N"||"N"|||"Y"|1900|"B"|"A,C,F,I"|"A,C,9,M"|"C"||2770|
"RN"|73220942|"TM341994"|"AN0930"|"ACT"|5500|"476"|"King St"|"1"|201||"02025"||"Feel like you are on vacation in your own home!!This one is spectacular!! Fully remodeled and beautifully furnished with a wonderful floor plan, 2 car garage, plenty of storage, amazing finished lower level with bedroom set up and family room with fireplace.  Beautifully maintained, you do not need to do a thing!! Professionally landscaped,and snow removal. All major utilities covered, You just need to bring your phone, and internet and cable!!"|24|6/7/2024 1:32:00 PM|0|"N"||"Norfolk"|"MA"|"B"|6|2|1|1|"N"|4|33770|2000|"1f;1h"|"N"||"N"|||"N"||6/1/2024|"Y"||||"C"|||2000|
"RN"|73220987|"CN229621"|"AN8293"|"ACT"|6000|"41"|"Leeward Lane"||3060||"06340"||"Amazing furnished academic monthly now available October 1- May 31!! Take advantage of this spacious cozy New England home for the school year! This home offers the perfect mix of options to stay in & have every entertainment need met, or hop in the car for a short drive to all of the fabulous attractions downtown. Equidistant between Historic Mystic & seaside village of Noank  easy access to great restaurants, marinas, tennis courts, playgrounds and so much more! Esker Point Beach less than a mile away; Excellent proximity to Haley Farm, downtown Mystic, & Amtrak. This home offers loads of sunshine, gleaming wide plank hardwood floors, & open concept floorplan. Wide open kitchen, & living space."|42|4/6/2024 5:43:00 PM|0|"N"||"New London"|"CT"|"A"|9|5|4|1||10|43560|4919|"4f;1h"|"N"||"N"|||"Y"||9/3/2024|"Y"|1999|"A"|"A,C,D,F,I,K,L,Q"|"C,D,H,11,N,O,S,T,U,V,14"|"B,F"|"M"|3872|1047
"RN"|73221064|"NB115383"|"AN3860"|"EXT"|2700|"61"|"Brookline Avenue"|"308"|1|"105"|"02215"||"Very large LOFT STYLE studio right across the street from beloved Fenway Park. Great restaurants and bars just steps from your front door. Short walk to the Green Line in Kenmore Square. Convenient to Longwood Medical Area. Spacious living area. High ceilings. Large Loft Area. Floor to ceiling windows. Apartment Gets Great Light. Parquet Floors. Newer Central A/C and Heat. Elevator in Building. Laundry room on second floor. Parking, when available, $300 Garage or $200 Outside. A Must See. **NO UNDERGRADS**"|13|4/7/2024 2:38:00 PM|0|"N"||"Suffolk"|"MA"|"D"|1|0|1|0||0|32000|630|"1f;0h"|"N"|||||"N"||9/1/2024||||"A,D,I"||||630|
"RN"|73221092|"CN231849"|"AC1259"|"ACT"|2225|"240"|"Crescent"|"3"|40|"36F"|"02453"||"NO BROKER FEE AND ALL UTILITIES INCLUDED! (except internet). Remodeled 1 bedroom available for rent now -  Kitchen is complete with full size stainless steel appliances including dishwasher, gas stove and a built in microwave. Shared laundry in basement. Great location close to the Waltham Commuter rail, Close to the Charles River walking trails, amazing restaurants on Moody street and shopping, easy access to public transportation to downtown Boston and Cambridge. Heat, hot water, and electric is included. Owner will consider small pets."|6|4/22/2024 4:10:00 PM|0|"N"||"Middlesex"|"MA"|"D"|2|1|1|0||0|9999|620|"1f;0h"|"N"|||||"N"|"aproximate"|||||"A,C,F,I,J"||"G"||620|
"RN"|73221230|"CN251395"|"AN4508"|"ACT"|1895|"13"|"Sudbury Street"|"212"|401||"01609"||"Be one of the first to live in Worcester's brand new, luxury loft-style apartments! These large units feature modern finishes, high ceilings and excellent amenities! All units are unique, some with beautiful natural light and others with large walk-in closets -- and best of all this is a pet friendly building! All units come with mini-splits for heating and cooling, porcelanosa kitchen countertops, garbage disposal and large showers. Amenities include: dog park, dog wash station, pickle ball court, tonal work-out rooms, on site washer/dryer, bicycle storage, storage bays (an additional fee), conference room, and rec area."|16|4/8/2024 11:10:00 AM|0|"N"||"Worcester"|"MA"|"D"|2|1|1|0|"Y"|1|99999|99999|"1f;0h"|"N"||"N"|||"N"|"Square footage varies by unit"|||||"A,C,D,F,I,J"||"A,F"|"B,C,E,F,N"|99999|
"RN"|73221254|"CN203285"|"AC0529"|"ACT"|1750|"52"|"Washington Ave"|"409"|22||"02150"||"CHELSEA/BOSTON NO BROKER FEES BRAND NEW LUXURY OVERSIZED STUDIO. HOT WATER INCLUDED. LITERALLY STEPS TO ALL PUBLIC ""T"" CONNECTIONS INCLUDING CHELSEA'S NEW SILVER LINE AND COMMUTER RAIL WITH DIRECT ACCESS INTO BOSTON, UNIVERSITIES, AND ALL POINTS NORTH. Be the first to live in one of the newest most iconic downtown buildings. The modern way of living. A 24/7 professionally managed building on a gracious corner features hardwood flooring, towering ceilings and oversized windows delivering abundant light. Lavish interior features including central heat and AC, modern full custom kitchens with stainless appliances, granite countertops and back splashes. Sleek and spacious bathrooms feature custom made granite vanities, elegant oversized and hotel like showers and much more. Building also has on site laundry. These units are rarely available."|11|4/8/2024 12:09:00 PM|0|"N"||"Suffolk"|"MA"|"D"|1|0|1|0||0|999|999|"1f;0h"|"N"||"N"||"N"|"N"||5/1/2024||||||||999|
"RN"|73221449|"CN204553"|"AN4251"|"ACT"|100|"9999"|"Elgin"|"9999"|39|"NCR"|"02459"||"Parking spot for rent. 1 mile to BC campus."|1|4/8/2024 9:44:00 PM|0|"N"||"Middlesex"|"MA"|"G"|0|0|0|0||1|9999|9999|"0f;0h"|"N"|||||"N"||5/1/2024||||||||9999|
"RN"|73221500|"TM343138"|"AC1396"|"ACT"|3000|"40"|"Woodward St"|"2"|1|"43W"|"02127"||"1/2 Rental Fee..!!!  Available 9/01/2024. Bright & sunny 2 bed 2 bath 2nd floor home, 1-block Andrew Sq Red Line. Open floor plan with high ceilings & hardwood floors. Front facing primary bed fits a king & has en suite bath. 2nd bed has double closet & in-unit laundry. Eat-in kitchen, subway tile backsplash, quartz stone counters, & stainless steel appliances including gas stove. Other features include a 2nd full bath, mudroom, and secure deeded storage in basement. New large private wrap-around deck just completed. Common yard great for grilling. Quiet street adjacent to new Washington Village, walking distance to all the restaurants & shops South Boston has to offer, and near park and beach. A commuter�s dream � minutes to subway & buses, easy access to Rte 93 and Seaport, and Logan Airport is a 10 min drive. No undergraduates. No vaping or smoking including marajuana.  Tenants abide by condo rules & regulations .  Well behaved pet may be considered. Limit 1-pet p/unit"|23|8/13/2024 12:38:00 PM|0|"N"||"Suffolk"|"MA"|"C"|5|2|2|0|"Y"|0|2253|885|"2f;0h"|"N"||"N"||"N"|"N"|"Per City of Boston Real Estate Tax Records"|9/1/2024|"Y"|1890|"B"|"A,C,D,I,J,K,L"|"7,W"|"C,O"||885|
"RN"|73221527|"BB808890"|"AN7036"|"ACT"|3540|"69-71"|"Chandler St"|"1"|17||"02144"||"DAVIS SQUARE APARTMENT with CENTRAL AIR, PARKING (parking for 3 cars included), and ON-SITE LAUNDRY�available furnished, partially furnished, or unfurnished. Just 3 blocks from the Davis Square Red Line T stop, the community bike path, and Tufts University. Enjoy brand new furniture (if furnished), modern appliances, quartz countertops, gleaming hardwood floors, high ceilings, beautifully preserved Victorian details, backyard/garden space, and driveway parking. This apartment features 3 spacious bedrooms, a modern eat-in kitchen, and a grand space for entertaining. With a walk score of 94 and a bike score of 93, this is a prime location for a car-less commute to anywhere in Cambridge, Somerville, and the Boston area. Enjoy pedestrian access to all of life's essentials plus trendy eateries, theatre, an engaged local community, and the bustle of the Davis Square nightlife�all from a quiet, leafy green, prestigious university neighborhood."|8|8/9/2024 11:04:00 AM|0|"N"||"Middlesex"|"MA"|"D"|5|3|1|0||3|0.01|1000|"1f;0h"|"N"||"N"|||"N"||||||||"C"||1000|
"RN"|73221560|"TM309710"|"AN8363"|"ACT"|3299|"42"|"8th Street"|"5203"|1|"018"|"02129"||"Tenant situation changed - Available for lease now! Remainder of August free! Great opportunity to live in Charlestown's prestigious Parris Landing in the heart of historic Charlestown Navy Yard. This 1 bed/1 bath condo with valet garage parking will meet and exceed all of your needs. The kitchen features stainless appliances, granite countertops and a gas range. The unit has a raised living/dining room and large storage closet/pantry. It also has central air conditioning. The building features concierge services, a private swimming pool, club room, gym facility. This location has it all including access to major highways and public transportation, fit for foodie restaurants (close to Prima!) and charming shops, the Bunker Hill Monument/Park and so much more.  Come see for yourself!  You don't want to miss this gem! May also be available as a furnished rental."|21|4/20/2024 11:43:00 AM|0|"N"||"Suffolk"|"MA"|"C"|3|1|1|0||0|0|667|"1f;0h"|"Y"|"G"||||"N"||||1899|"B"||"H"|"C,J"||667|
"RN"|73221597|"TM319945"|"BB3197"|"EXT"|5050|"244"|"Hanover St"|"210"|1|"103"|"02113"||"AVAILABLE 9/1 - ONE MONTH FREE AND 1/2 FEE PAID FOR A LIMITED TIME - Experience Luxury Living at 244 Hanover Street, a boutique elevator building in the heart of Boston's Historic North End! This 2 bedroom, 2 bathroom unit features digital keyless entry, digital intercom, CENTRAL HEAT AND A/C, IN-UNIT LAUNDRY, full kitchen with quartz countertops, stainless steel appliances, recessed lighting, FLOOR-TO-CEILING WINDOWS, hardwood floors, AMPLE CLOSET SPACE. Professionally managed building. Close distance to MBTA (Orange, Blue, Green, Silver Lines, Commuter Rail, Bus Service), ALL major highways, WaterTaxi, Waterfront, HarborWalk, Seaport District, Financial District, Government Center, North Station, South Station, Christopher Columbus Park, Saint Leonards Church, MGH, The Greenway, West End, TD Garden, Beacon Hill, and much more."|24|4/9/2024 10:38:00 AM|0|"N"||"Suffolk"|"MA"|"D"|4|2|2|0||0|9999|850|"2f;0h"|"N"|||||"N"||9/1/2024||||||||850|
"RN"|73221733|"CN252238"|"AC0529"|"ACT"|1800|"52"|"Washington"|"405"|22||"02150"||"CHELSEA/BOSTON  JUST RELEASED PREMIUM FLOOR!! NO BROKER FEES BRAND NEW LUXURY OVERSIZED STUDIO. HOT WATER INCLUDED. LITERALLY STEPS TO ALL PUBLIC ""T"" CONNECTIONS INCLUDING CHELSEA'S NEW SILVER LINE AND COMMUTER RAIL WITH DIRECT ACCESS INTO BOSTON, UNIVERSITIES,  AND ALL POINTS NORTH. Be the first to live in one of the newest most iconic downtown buildings. The modern way of living. A 24/7 professionally managed building on a gracious corner features hardwood flooring,  towering ceilings and oversized windows delivering abundant light. Lavish interior features including central heat and AC, modern full custom kitchens with stainless appliances, granite countertops and back splashes. Sleek and spacious bathrooms feature custom made granite vanities, elegant oversized and hotel like showers and much more. Building also has on site laundry. These  units are rarely available."|18|4/9/2024 1:45:00 PM|0|"N"||"Suffolk"|"MA"|"D"|1|0|1|0||0|99999|450|"1f;0h"|"N"||"N"|||"N"||5/1/2024||||"A,F,I"||"A"|"F,O"|450|
